org_id,req
dod,"All DPMO and other agency analysis at DPMO or known to DPMO of the 10 Sep 1998 DIA report/IIR entitled ""Former U.S. POW Teaching U.S. Military Tactics to Special Forces Soldiers in North Korea."" This request includes but is not limited to all analysis and reports concerning a former USAF Officer and/or US MIA with the first or last name ""Jackson"" and/or a former American using the name ""Comrade Ch'ang-Ski"" and/or a survivor the EC-121 incident surviving in North Korea and providing training to North Korean forces. This request also includes all reports concerning the potential survival in North Korea of Americans missing in the Korean War, Vietnam War and Cold War with the name ""Jackson"" relating to this intelligence report and/or reviewed as part of the analysis of this report. This request also includes all notifications made to US POW/MIA family members of missing Americans with the name ""Jackson"" relating to this intelligence report, or any such notification made to family members with other names related to this report. "
dod,"All electronic correspondence (e-mails) concerning official DoD business between Secretary Carter and Eric Fanning, the former Chief of Staff of the Department of Defense, sent to or from Secretary Carter's personal e-mail account (Secretary Carter's personal e-mail account is separate and apart from any official government email accounts used by Secretary Carter, which may be .gov or .mil domains.) "
dod,"All email correspondence between members of Beacon Global Strategies and employees of the Defense Security Cooperation Agency from 1/1/13 to the present, include (but is not limited to): (1) all emails with from the domain name ""@beaconglobalstrategies.com."" and (2) emails to or from Beacon Global Strategies officials Jeremy Bash, Philippe Reines, Andrew Shapiro, Michael Allen, Leon Panetta, Michael Morell, James Stavridis, Kristen Silverberg, Brian Hook, Julianne Smith, Josh Kirshner, Kristin White, Ashley Woolheater, Sarah Davey, Meredith Steen and Khizer Syed "
dod,"All email messages received by or sent from the official Central Intelligence Agency (CIA) email address(es) used by Joseph W. Lambert, Director of Information Management Services, between 1 January 2008 and 31 July 2008 that contain any of the following terms: FOIA, Freedom, Request, Register, Rule, or Comment (Date Range for Record Search: From 01/01/2008 To 07/31/2008) "
dod,"All emails addressed to, forwarded to, or containing the email address d1a9v7i4dhp@gmail.com (Date Range for Record Search: From 01/01/2005 To 01/01/2015) "
dod,"All emails sent and received by SECDEF Ash Carter that mentions or refers to Guantanamo, military commissions, the Guantanamo Bay detention facility, efforts to close the Guantanamo Bay detention facility, plans to transfer Guantanamo detainees to Defense Department operated prisons in the United States, costs for operating the Guantanamo Bay detention facility, Guantanamo and recidivism, plans to transfer Guantanamo detainees to other countries, Guantanamo and periodic review boards; All memos, letters, reports received and sent by SECDEF Ash Carter to and from any member of Congress and the White House mentioning or referring to the Guantanamo Bay detention facility, the closure of the Guantanamo Bay detention facility, military commissions proceedings for Guantanamo Bay detainees and costs of operating the Guantanamo Bay detention facility (Date Range for Record Search: From 01/01/2015 To 09/26/2015) "
dod,"All e-mails, correspondence and memos pertaining to the development and implementation Department of Defense Instruction, Number 1400.25, Volume 1230, July 26 2012 (Date Range for Record Search: From 01/01/2011 To 07/26/2012) "
dod,All FOIA updates for the Chief FOIA Officer (Date Range for Record Search: From 01/01/2009 To 12/31/2015) 
dod,All internal reports on the risks of geomagnetic storms to the nation 
dod,"All Korean War classified generic case files not released to me in previous requests and/or received since those requests, including any not released and listed below. Thank you. http://www.dpaa.mil/ Resources/GenericCaseFiles/Kor eanWarCaseFiles.aspx Index Number Date Of Report Topic Classification Info 020402 220601ZAPR02 U.S. Servicemember in North Korea Ongoing 020804 070655ZA UG02 U.S. Defectors in North Korea Foreign Govt Info 021005 040531ZOCT02 U.S. POWs in North Korea Foreign Govt Info 031101 180136ZNOV03 Amer ican POW in North Korea Foreign Govt Info 040601 220023ZJUN04 Amer ican POW in North Korea Foreign Govt Info 040901 130017ZSEP04 UN POW in North Korea Foreign Govt Info 041201 192230ZDEC04 Amer ican POWs in North Korea Foreign Govt Info 061001 130613ZOCT06 Amer ican defectors in North Korea Foreign Govt Info "
dod,"All letters of Request, letters of Acceptance, and letters of Offer for Financial Assistance and Security Assistance to South Sudan between the dates of 1/1/2001-present including formal and informal DoD DSCA documents. "
dod,"All Materials (releasable efforts) relating to programs at the Naval Center for Combat and Operational Stress Control, in particular, the design, implementation, and evaluation of programs aimed at: (1) preventing, identifying, and treating operational stress; (2) assisting the families (spouses, partners, and children) of deployed personnel in relation to their own psychological health and to assisting in the return of deployed personnel; (3) addressing the psychological well-being of victims of Military Sexual Trauma (Date Range for Record Search: From 01/01/1990 To 10/01/2014) "
dod,"All materials regarding the honorable discharge of Captain Frank R. Olson (1910 - 1953) from the Army Chemical Corps in 1943, include: (1) His meeting with the Army Retiring Board at Walter Reed Hospital on November 26, 1943, (2) his appeal for retirement pay benefits on January 8, 1944 to the Army Retiring Board, (3) A notification made February 2, 1944 by the Secretary of War's Separation Board sustaining the Army Retiring Board's decision to withhold retirement pay benefits; (4) Materials from the case of the Secretary of War's Disability Review Board concerning Frank Olson, which began May 14, 1945, (5) The Administration of Veteran's Affairs grant for Retirement Pay Benefits in the amount of $172. 50 per month to Dr. Olson in May of 1945 "
dod,All materials related to DARPA project DABT63-91-C-0027. (Date Range for Record Search: From 01/01/1990 To 01/01/2000) 
dod,"All memos, papers, and intelligence reports indicating that Iran provides material for lethal roadside bombs (explosively formed penetrators or projectiles, or EPFs) to Iraqi insurgents (Date Range for Record Search: From 01/01/2007 To 10/01/2007) "
dod,"All notes, records and files concerning the candidate testing, interview and selection process for the Pentagon Force Protection Agency (PFPA) supervisory position listed under internal vacancy announcement number: PFPA-14-0017-AK. (Date Range for Record Search: From 10/09/2014 To 01/25/2015) "
